timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
3 1277 1291 1.4998492484895183 0.5001507515104817
3 1278 1290 1.9729956175370247 0.027004382462975318
3 1282 1294 1.9479908105794081 0.05200918942059185
3 1282 1300 1.945543745619328 0.05445625438067192
3 1283 1308 1.6067357535575024 0.3932642464424976
3 1285 1329 1.4933202844536242 0.5066797155463758
3 1294 1300 0.9376724624800012 1.0623275375199988
3 1317 1322 1.8597351036830445 0.1402648963169555
3 1322 1326 1.923160924521235 0.0768390754787649
3 1331 1339 0.02014456684458469 1.9798554331554152
4 1246 1255 1.9762411063865504 0.023758893613449628
4 1247 1290 1.956251818791917 0.0437481812080831
4 1253 1319 1.972237732418574 0.02776226758142597
4 1271 1273 1.9688385506350217 0.031161449364978333
4 1273 1336 1.9703389402692537 0.029661059730746286
4 1277 1291 1.983499714768367 0.01650028523163294
4 1331 1339 1.1181975241825868 0.8818024758174132
5 1247 1290 1.9524716906791109 0.04752830932088914
5 1271 1273 1.969553294610061 0.0304467053899391
5 1273 1336 1.9992634476847586 7.3655231524139E-4
5 1277 1291 1.9808609801920574 0.019139019807942637
5 1314 1320 1.9974982183857906 0.002501781614209442
6 1253 1319 1.9986555270346398 0.0013444729653602217
6 1271 1273 1.969553294610061 0.0304467053899391
6 1273 1336 1.9992634476847586 7.3655231524139E-4
6 1277 1291 1.9808609801920574 0.019139019807942637
6 1283 1308 1.9758154219665793 0.024184578033420667
6 1295 1323 1.9708157604781518 0.029184239521848232
7 1253 1319 1.9570569079739506 0.0429430920260494
8 1247 1290 1.9776625006413713 0.02233749935862872
9 1253 1319 1.955385924273667 0.044614075726332914
10 1249 1274 1.9898276085783622 0.010172391421637839
11 1247 1290 1.9804900686931002 0.01950993130689982
11 1249 1274 1.950522545565042 0.0494774544349581
11 1273 1336 1.9954254195771368 0.004574580422863184
11 1316 1317 1.9994108925342355 5.891074657644602E-4
12 1273 1336 1.9954254195771368 0.004574580422863184
12 1295 1323 1.9521960846262374 0.04780391537376261
13 1273 1336 1.985396852237967 0.014603147762032975
13 1299 1306 1.975430404566115 0.024569595433884928
14 1249 1274 1.9632015566087553 0.03679844339124472
14 1255 1310 1.9992197659505506 7.802340494493798E-4
14 1273 1336 1.9753727483673564 0.024627251632643565
14 1295 1323 1.9693691087185248 0.030630891281475225
15 1253 1306 1.9907712662891066 0.009228733710893389
15 1273 1336 1.9753727483673564 0.024627251632643565
15 1295 1323 1.9684148160639383 0.03158518393606169
16 1253 1319 1.9595242340520567 0.04047576594794333
16 1273 1336 1.965353176261844 0.034646823738156085
16 1299 1306 1.9682419061521716 0.03175809384782835
17 1249 1274 1.9802086548257227 0.019791345174277275
17 1253 1312 1.972332494695424 0.027667505304576068
17 1255 1310 1.9962634997326603 0.0037365002673397374
17 1273 1336 1.990474540090533 0.00952545990946696
17 1316 1317 1.9738387266104793 0.02616127338952068
19 1253 1319 1.9826212429104586 0.017378757089541397
19 1273 1336 1.9811109962504796 0.018889003749520406
20 1271 1319 1.9649238814157308 0.03507611858426918
20 1277 1291 1.9740213781897167 0.02597862181028332
22 1261 1270 1.9884717903230844 0.01152820967691559
23 1246 1310 1.9961402856041455 0.00385971439585453
23 1271 1319 1.967112462606633 0.03288753739336703
23 1285 1329 1.9657191035935997 0.03428089640640031
24 1265 1314 1.9562712316913637 0.04372876830863626
25 1246 1343 1.9805554916891575 0.019444508310842545
26 1255 1310 1.9717403005509206 0.028259699449079356
26 1273 1336 1.9989511506972937 0.0010488493027063228
27 1246 1255 1.9818171885104494 0.018182811489550588
27 1255 1310 1.9632209172628623 0.0367790827371377
28 1246 1255 1.9818171885104494 0.018182811489550588
29 1246 1255 1.9814807110041197 0.01851928899588029
30 1265 1314 1.9609974965653634 0.039002503434636626
30 1294 1320 1.983138327991233 0.016861672008767092
30 1298 1309 1.9599168174606576 0.0400831825393424
36 1265 1325 1.9635525426294718 0.036447457370528236
37 1254 1282 1.9936147868489087 0.006385213151091307
37 1276 1325 1.9700484721721558 0.02995152782784416
38 1250 1336 1.9656465195527921 0.034353480447207874
38 1262 1280 1.9589376700039818 0.04106232999601822
38 1270 1296 1.988167983048994 0.011832016951005997
39 1254 1282 1.9756442477667366 0.02435575223326336
39 1262 1280 1.9918338046723825 0.008166195327617531
39 1276 1325 1.9662335386650356 0.033766461334964415
40 1254 1282 1.9804590693559616 0.01954093064403839
40 1262 1280 1.9918338046723825 0.008166195327617531
40 1270 1296 1.9673634756869494 0.03263652431305064
40 1276 1325 1.9646843379026648 0.035315662097335165
41 1261 1262 1.9925103121225145 0.007489687877485496
41 1270 1300 1.977992894514175 0.022007105485825074
41 1280 1328 1.9542589523357188 0.04574104766428122
42 1254 1261 1.9513269406501654 0.04867305934983457
42 1280 1328 1.9603402878234961 0.03965971217650388
43 1251 1321 1.9825564727979574 0.017443527202042564
43 1254 1261 1.9754858575487113 0.02451414245128869
43 1261 1296 1.9964643448757735 0.003535655124226489
43 1270 1296 1.9558264841187154 0.0441735158812846
43 1280 1316 1.970202629841605 0.029797370158394898
43 1280 1328 1.9603402878234961 0.03965971217650388
43 1324 1325 1.9827116968994463 0.017288303100553737
44 1251 1321 1.9850165577949817 0.014983442205018349
44 1261 1296 1.9964643448757735 0.003535655124226489
44 1262 1305 1.9937969295595581 0.006203070440441882
44 1280 1328 1.979339112618143 0.020660887381857007
44 1298 1309 1.957764961209826 0.042235038790173984
45 1251 1321 1.9850165577949817 0.014983442205018349
45 1254 1261 1.9552710503883863 0.044728949611613666
45 1261 1262 1.9784081328646221 0.021591867135377862
46 1251 1321 1.9804465246671403 0.01955347533285967
46 1261 1296 1.993997991778541 0.00600200822145891
46 1270 1296 1.9640635378445777 0.035936462155422344
46 1280 1316 1.9443954374218304 0.05560456257816959
46 1320 1324 1.9736568218225556 0.02634317817744436
46 1324 1325 1.9649629864396225 0.03503701356037747
47 1261 1296 1.993997991778541 0.00600200822145891
47 1276 1324 1.992265810952887 0.007734189047112983
48 1276 1300 1.9754129673240972 0.024587032675902787
48 1296 1298 1.9982980693226822 0.001701930677317831
48 1316 1321 1.9801413710309934 0.019858628969006586
49 1247 1331 1.993322192903333 0.006677807096667099
49 1251 1321 1.964549809425372 0.03545019057462806
49 1254 1296 1.9697392225448709 0.030260777455129118
49 1270 1300 1.9717424033843964 0.028257596615603564
49 1296 1298 1.9600595999347008 0.0399404000652992
49 1320 1324 1.9652262201556827 0.03477377984431729
50 1247 1331 1.993322192903333 0.006677807096667099
50 1251 1321 1.9772928529866198 0.02270714701338017
50 1270 1300 1.9700751464595303 0.029924853540469698
50 1296 1298 1.9600595999347008 0.0399404000652992
50 1305 1328 1.9616779275443663 0.03832207245563368
50 1317 1322 1.9527548370219936 0.047245162978006405
51 1251 1261 1.9421952556422757 0.057804744357724314
51 1254 1296 1.9717611089596874 0.02823889104031263
51 1261 1262 1.9914399516692618 0.008560048330738201
51 1290 1331 1.9500301923922705 0.04996980760772951
51 1296 1298 1.9915577872631653 0.008442212736834653
51 1305 1328 1.9616779275443663 0.03832207245563368
51 1316 1321 1.9675976924691585 0.0324023075308415
52 1254 1296 1.966627739171844 0.03337226082815592
52 1262 1280 1.9698352564929782 0.030164743507021807
52 1262 1305 1.9809847377686038 0.019015262231396157
52 1263 1331 1.9780874154547268 0.021912584545273228
52 1270 1300 1.9691874027593206 0.030812597240679418
52 1298 1305 1.992497700382442 0.007502299617557995
52 1316 1321 1.9766802589521602 0.023319741047839848
53 1254 1282 1.9950492797748112 0.004950720225188832
53 1261 1272 1.968828855922971 0.031171144077029034
53 1261 1296 1.9624196973806731 0.03758030261932688
53 1262 1321 1.9791836323076086 0.02081636769239137
53 1263 1331 1.992062157842468 0.007937842157532016
53 1270 1300 1.9735045388049746 0.026495461195025438
53 1296 1298 1.9795466693072712 0.02045333069272881
53 1298 1305 1.9652071340552337 0.03479286594476627
54 1251 1261 1.9908084357658096 0.00919156423419043
54 1262 1305 1.963560524584533 0.036439475415467104
54 1296 1298 1.9953243863641834 0.004675613635816589
54 1298 1305 1.9652071340552337 0.03479286594476627
54 1316 1317 1.982516264950531 0.017483735049468985
54 1316 1321 1.955207201230427 0.044792798769573094
55 1254 1296 1.984767460752434 0.015232539247566068
55 1262 1305 1.963560524584533 0.036439475415467104
55 1280 1305 1.9702198363899504 0.029780163610049648
55 1280 1316 1.9900096201129338 0.009990379887066192
55 1298 1305 1.9652071340552337 0.03479286594476627
55 1316 1321 1.9851914914894777 0.014808508510522289
56 1249 1326 1.9992638694120324 7.361305879676205E-4
56 1261 1296 1.9719112399905236 0.028088760009476355
56 1280 1305 1.9702198363899504 0.029780163610049648
56 1280 1316 1.9900096201129338 0.009990379887066192
56 1298 1305 1.9652071340552337 0.03479286594476627
57 1251 1261 1.9606454108534246 0.039354589146575414
57 1254 1296 1.987025245078892 0.01297475492110789
57 1280 1316 1.9974223435726284 0.002577656427371622
57 1298 1305 1.9580167557698795 0.04198324423012045
57 1305 1328 1.9697129062675092 0.030287093732490833
57 1316 1321 1.994598961347594 0.005401038652405932
57 1317 1321 1.9971265535373053 0.0028734464626947176
58 1249 1326 1.9812926369991875 0.01870736300081255
58 1254 1282 1.9978706167332445 0.0021293832667554913
58 1280 1305 1.9863261711123381 0.013673828887661887
58 1296 1298 1.9696809203436882 0.030319079656311754
58 1305 1328 1.9697129062675092 0.030287093732490833
58 1316 1321 1.9707217838055484 0.02927821619445159
59 1251 1321 1.9961345638844754 0.0038654361155245898
59 1254 1282 1.9959207147547733 0.004079285245226716
59 1261 1298 1.9748949033617826 0.02510509663821736
59 1262 1321 1.9615428433250732 0.038457156674926773
59 1274 1280 1.9496892832094093 0.05031071679059074
59 1290 1339 1.9553696902255726 0.04463030977442739
59 1316 1322 1.986594452602422 0.013405547397578044
59 1317 1322 1.963021186898067 0.03697881310193307
60 1254 1296 1.9783242742554124 0.02167572574458765
60 1262 1316 1.999586816810823 4.1318318917693553E-4
60 1280 1316 1.9856332892895023 0.014366710710497665
60 1289 1317 1.9422327847477092 0.05776721525229078
60 1290 1291 1.9813119381872821 0.01868806181271787
60 1290 1339 1.9505400993259192 0.04945990067408079
61 1259 1269 1.9504389560589552 0.04956104394104477
61 1261 1298 1.9440303504217349 0.05596964957826511
61 1262 1280 1.9568175070424727 0.043182492957527296
61 1262 1316 1.999586816810823 4.1318318917693553E-4
61 1274 1280 1.9866705379585972 0.01332946204140284
61 1289 1317 1.9422327847477092 0.05776721525229078
61 1305 1328 1.9598686609024112 0.040131339097588814
61 1316 1322 1.9873073158370198 0.012692684162980195
62 1261 1296 1.990772762640234 0.009227237359765939
62 1262 1305 1.9486880648609661 0.05131193513903387
62 1274 1280 1.9866705379585972 0.01332946204140284
62 1305 1328 1.9598686609024112 0.040131339097588814
63 1249 1316 1.956262738826692 0.043737261173308006
63 1261 1296 1.9832937111070836 0.016706288892916366
63 1261 1298 1.997683378115849 0.002316621884151049
63 1262 1280 1.989124122514664 0.010875877485335916
63 1262 1305 1.9567941291412572 0.043205870858742834
63 1274 1280 1.9774811875597138 0.022518812440286196
63 1274 1328 1.990990193309235 0.009009806690764899
63 1289 1317 1.980336769903567 0.019663230096433004
63 1316 1317 1.9728396408720725 0.02716035912792747
64 1249 1316 1.9612256752218489 0.038774324778151126
64 1261 1296 1.9832937111070836 0.016706288892916366
64 1261 1298 1.997683378115849 0.002316621884151049
64 1262 1280 1.952565867772877 0.047434132227123005
64 1262 1316 1.9618626218035167 0.03813737819648333
64 1262 1321 1.96242427239917 0.037575727600829945
64 1274 1328 1.990990193309235 0.009009806690764899
64 1280 1316 1.9562151306106257 0.043784869389374315
65 1249 1316 1.9612256752218489 0.038774324778151126
65 1251 1261 1.9769869976006582 0.023013002399341786
65 1261 1321 1.9563888703167138 0.043611129683286176
65 1262 1305 1.9733355687371668 0.026664431262833244
65 1262 1321 1.960029058872055 0.03997094112794497
65 1269 1274 1.9671396375641983 0.032860362435801704
65 1274 1328 1.990990193309235 0.009009806690764899
65 1280 1316 1.9562151306106257 0.043784869389374315
65 1289 1317 1.9980114529877664 0.00198854701223361
66 1249 1269 1.9863914652572119 0.013608534742788114
66 1249 1316 1.9924174239634151 0.007582576036584854
66 1249 1326 1.9810959757472162 0.018904024252783813
66 1261 1298 1.999050972681578 9.490273184220577E-4
66 1261 1321 1.9689055643354012 0.031094435664598796
66 1262 1305 1.9733355687371668 0.026664431262833244
66 1274 1328 1.9808259408311963 0.01917405916880366
66 1280 1305 1.9669510347831523 0.03304896521684775
66 1280 1316 1.9706797926556676 0.029320207344332383
67 1249 1316 1.9719731878271247 0.02802681217287528
67 1249 1326 1.9723368736463254 0.027663126353674627
67 1251 1261 1.9887537164324736 0.011246283567526438
67 1261 1298 1.9691574486065722 0.03084255139342784
67 1262 1321 1.9631610607247951 0.036838939275204874
67 1274 1328 1.9808259408311963 0.01917405916880366
67 1280 1305 1.9669510347831523 0.03304896521684775
67 1280 1316 1.9544603013805282 0.045539698619471825
68 1249 1269 1.961682801468848 0.0383171985311519
68 1249 1316 1.9719731878271247 0.02802681217287528
68 1251 1261 1.9887537164324736 0.011246283567526438
68 1261 1321 1.9718906954924136 0.02810930450758642
68 1262 1321 1.9441741767761147 0.055825823223885296
68 1274 1280 1.9621569887997667 0.037843011200233256
68 1280 1305 1.9669510347831523 0.03304896521684775
68 1280 1316 1.9544603013805282 0.045539698619471825
69 1249 1269 1.9880571401635745 0.011942859836425512
69 1249 1316 1.9630298301507239 0.03697016984927615
69 1249 1326 1.9741348787488202 0.02586512125117979
69 1259 1328 1.9667635874116458 0.03323641258835419
69 1261 1321 1.953845148578383 0.046154851421617016
69 1274 1280 1.9621569887997667 0.037843011200233256
69 1280 1305 1.9669510347831523 0.03304896521684775
69 1280 1316 1.9770090667406002 0.022990933259399826
70 1249 1280 1.9732560054064234 0.02674399459357657
70 1249 1322 1.9520948495429389 0.04790515045706112
70 1249 1326 1.9718058537760623 0.028194146223937677
70 1259 1328 1.9615981808208762 0.038401819179123775
70 1262 1316 1.9555168270844667 0.044483172915533276
70 1262 1321 1.990080924644299 0.009919075355701024
70 1280 1305 1.9699727549006243 0.03002724509937571
70 1280 1316 1.9864685022591502 0.01353149774084983
70 1305 1328 1.9809783144141653 0.019021685585834724
71 1249 1280 1.9732560054064234 0.02674399459357657
71 1249 1326 1.9718058537760623 0.028194146223937677
71 1274 1280 1.9739908507055264 0.02600914929447362
71 1280 1305 1.953460312103928 0.04653968789607199
71 1280 1316 1.9864685022591502 0.01353149774084983
71 1305 1328 1.9529558984597895 0.04704410154021055
71 1309 1328 1.9841157236774816 0.01588427632251843
72 1249 1269 1.9718299630594296 0.02817003694057041
72 1249 1322 1.9949468005183904 0.005053199481609649
72 1274 1280 1.9903705507110354 0.009629449288964587
72 1280 1305 1.953460312103928 0.04653968789607199
72 1289 1321 1.9874064066617176 0.01259359333828236
72 1298 1321 1.9809324713516074 0.019067528648392562
72 1305 1328 1.9529558984597895 0.04704410154021055
72 1309 1328 1.9841157236774816 0.01588427632251843
73 1249 1322 1.9599329381231574 0.04006706187684261
73 1262 1316 1.9972012537381998 0.0027987462618002112
73 1280 1305 1.9526089492968817 0.04739105070311833
73 1298 1321 1.9555624683404107 0.0444375316595893
73 1305 1328 1.9529558984597895 0.04704410154021055
73 1309 1328 1.9841157236774816 0.01588427632251843
74 1249 1269 1.9956303226141217 0.0043696773858783455
74 1262 1321 1.9622340659531812 0.03776593404681883
74 1280 1305 1.9526089492968817 0.04739105070311833
74 1305 1328 1.9529558984597895 0.04704410154021055
74 1309 1328 1.9841157236774816 0.01588427632251843
74 1317 1322 1.9968842662482371 0.0031157337517628836
75 1249 1322 1.9684402965410575 0.031559703458942545
75 1280 1305 1.9511840800632747 0.048815919936725294
75 1305 1328 1.9864378673618832 0.013562132638116786
75 1309 1328 1.9535068090279513 0.04649319097204874
76 1249 1305 1.985325110475884 0.014674889524115997
76 1274 1280 1.9997710734634273 2.2892653657269335E-4
76 1274 1328 1.9530902538126427 0.046909746187357326
76 1309 1328 1.9535068090279513 0.04649319097204874
77 1249 1305 1.985325110475884 0.014674889524115997
77 1259 1328 1.966099827860961 0.033900172139039064
77 1262 1317 1.9911429587171632 0.00885704128283682
77 1305 1328 1.9755728531294765 0.024427146870523497
77 1317 1322 1.969027673728166 0.030972326271833994
78 1249 1322 1.9827178436728337 0.017282156327166343
78 1262 1316 1.9535668046896237 0.04643319531037626
78 1262 1317 1.964105958732978 0.03589404126702189
78 1305 1328 1.9501213445934715 0.04987865540652847
79 1249 1305 1.9732484404655821 0.02675155953441788
79 1262 1316 1.9925555532794446 0.007444446720555442
79 1269 1280 1.9672130368073772 0.03278696319262275
79 1274 1280 1.9544526489923908 0.045547351007609205
80 1249 1269 1.9895457596640331 0.010454240335966869
80 1249 1326 1.9704313280960088 0.02956867190399115
80 1280 1328 1.9681582666681852 0.03184173333181484
80 1305 1316 1.9944020663484354 0.0055979336515645794
81 1269 1280 1.9874096478703507 0.012590352129649318
81 1274 1280 1.9853756367936886 0.014624363206311441
81 1280 1328 1.9681582666681852 0.03184173333181484
82 1249 1305 1.977140039602788 0.022859960397211943
82 1259 1274 1.98281576344851 0.01718423655149004
82 1269 1280 1.9874096478703507 0.012590352129649318
82 1274 1280 1.9853756367936886 0.014624363206311441
82 1280 1328 1.9651834394439196 0.0348165605560804
83 1259 1274 1.98281576344851 0.01718423655149004
83 1280 1328 1.9923920274112552 0.0076079725887447935
84 1259 1274 1.98281576344851 0.01718423655149004
84 1280 1328 1.9923920274112552 0.0076079725887447935
85 1280 1328 1.9534148550984325 0.04658514490156751
86 1249 1305 1.975310120734249 0.024689879265751058
86 1259 1328 1.9859365183512077 0.014063481648792342
86 1269 1280 1.9605785545435117 0.03942144545648829
87 1259 1328 1.9629514615764578 0.037048538423542166
87 1274 1280 1.965210963110666 0.03478903688933399
88 1269 1305 1.9850197579207438 0.01498024207925619
89 1269 1305 1.9795260071007479 0.020473992899252114
89 1274 1328 1.9695218167604833 0.030478183239516676
92 1259 1328 1.9901757685283685 0.009824231471631473
92 1274 1328 1.9478838662970892 0.052116133702910794
93 1259 1328 1.965652309292899 0.034347690707100975
93 1274 1328 1.9783000904077317 0.021699909592268307
95 1259 1309 1.958332788813623 0.04166721118637695
96 1274 1328 1.9521634647615531 0.04783653523844689
99 1259 1328 1.9885174393736367 0.011482560626363325
100 1274 1328 1.960961097639099 0.03903890236090102
101 1259 1309 1.989748042309086 0.010251957690913915
103 1259 1328 1.9906892210079743 0.009310778992025703
122 1295 1323 1.9625966928078398 0.03740330719216023
167 1283 1308 1.9864167010090075 0.013583298990992532
